名称,价格,店铺评分,商品评价,服务态度,物流速度,品牌,商品毛重,企口类型,底板厚度,类别,店铺,晒图,好评,中评,差评
"克诺泰斯德国原装进口木地板强化复合地板AC4,E0级环保适用地热地暖橡木D742",151.00 ,9.78,9.71,9.76,9.75,克诺泰斯,1.875kg,双锁口,8mm,强化复合地板,克诺泰斯地板旗舰店,7,60,0,1
"克诺泰斯德国原装进口强化复合木地板AC4,E0级环保 D2805泰特灵橡木",199.00 ,9.78,9.71,9.76,9.75,克诺泰斯,1.875kg,双锁口,8mm,强化复合地板,克诺泰斯地板旗舰店,0,10,0,0
肯帝亚多层实木复合黄金柚木木地板 15mm 地暖地热用,205.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,3.0kg,单锁口,15mm,实木复合地板,肯帝亚地板旗舰店,0,1,0,0
肯帝亚多层实木复合沙比利木地板 15mm 地暖地热环保钻石面,169.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,3.0kg,单锁口,15mm,实木复合地板,肯帝亚地板旗舰店,1,10,0,0
肯帝亚多层实木复合樱桃木地板 15mm 地暖地热耐磨,195.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,3.0kg,单锁口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
肯帝亚多层实木复合柚木地板 钻石面 15mm 地暖地热用,228.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,3.0kg,单锁口,15mm,实木复合地板,肯帝亚地板旗舰店,1,20,0,0
肯帝亚实木多层复合木地板BG01黄金巷口12mm 适合地暖,149.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,20.0kg,平口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
肯帝亚实木多层复合木地板BG02千塔之城12mm 适合地暖,149.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,20.0kg,平口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
肯帝亚实木多层复合木地板BG03旧城广场12mm 适合地暖,149.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,20.0kg,平口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
肯帝亚实木多层复合木地板BG05查理大桥12mm 适合地暖,149.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,20.0kg,平口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
肯帝亚实木多层复合木地板罗马假日12mm 适合地暖,149.00 ,9.73,9.75,9.75,9.64,肯帝亚（KENTIER）,20.0kg,单锁口,12mm,实木复合地板,肯帝亚地板旗舰店,0,0,0,0
莱诺地板 纯实木地板 番龙眼仿古手抓纹 910*122*18mm 家用E0环保厂家直销2色 黄金麦田 910*122*18mm,189.00 ,9.65,9.61,9.64,9.63,莱诺,22.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,5,0,0
莱诺地板 纯实木地板东南亚番龙眼原木 全实木生态龙凤檀色910*122*18mm生态环保,189.00 ,9.65,9.61,9.64,9.63,莱诺,20.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,1,0,0
莱诺地板 纯实木地板番龙眼(金菠罗) 仿古手抓纹浮雕18mm家用E0环保全实木A2 环保,209.00 ,9.65,9.61,9.64,9.63,莱诺,20.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 纯实木地板番龙眼小菠罗格 原木地板红色亮面910*122*18mm环保8804,199.00 ,9.65,9.61,9.64,9.63,莱诺,22.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 纯实木地板番龙眼小菠罗格 原木地板亮面910*122*18mm环保8802,199.00 ,9.65,9.61,9.64,9.63,莱诺,22.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 纯实木地板圆盘豆绿柄桑 原木实木地板18mm亚光面 高端家装地板8814,209.00 ,9.65,9.61,9.64,9.63,莱诺,25.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板 12mm防水高耐磨金刚面地暖高环保 仿实木地板三维立体6601,86.00 ,9.65,9.61,9.64,9.63,莱诺,25.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板 12mm防水高耐磨金刚面地暖高环保 仿实木地板三维立体6604,86.00 ,9.65,9.61,9.64,9.63,莱诺,25.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板 12mm防水高耐磨金刚面地暖高环保 仿实木地板三维立体系列 三维立体-6605,86.00 ,9.65,9.61,9.64,9.63,莱诺,25.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板 12mm六面防水封蜡耐磨环保 仿实木地板卧室客厅 厂家直销5色 防水封蜡-9905,69.00 ,9.65,9.61,9.64,9.63,莱诺,20.5kg,单锁口,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板12mm 防水耐磨地暖环保 高光亮面仿实木地板长宽大板91063,85.00 ,9.65,9.61,9.64,9.63,莱诺,25.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板12mm防水高耐磨地热地暖 仿古手抓纹浮雕面 仿实木地板4802,79.00 ,9.65,9.61,9.64,9.63,莱诺,24.8kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板防水耐磨防滑 地暖地热家用环保 12mm厚仿实木地板一次模压2色 一次模压602,78.00 ,9.65,9.61,9.64,9.63,莱诺,22.3kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板 强化复合木地板防水耐磨环保地热地暖12mm仿古浮雕面巴洛克真木纹长宽大板8805,89.00 ,9.65,9.61,9.64,9.63,莱诺,26.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,0,0,0
莱诺地板强化复合木地板防水耐磨环保地热地暖12mm仿古浮雕面巴洛克真木纹长宽大板8803,89.00 ,9.65,9.61,9.64,9.63,莱诺,26.0kg,R型槽,12mm,强化复合地板,莱诺地板旗舰店,0,1,0,0
莱诺金刚柚木纯实木地板 进口刺槐木原木仿古浮雕EO环保耐磨厂家直销760*122*18mm 金刚柚木 760*122*18mm,218.00 ,9.65,9.61,9.64,9.63,莱诺,20.0kg,平口,18mm,实木地板,莱诺地板旗舰店,0,0,0,0
乐华梅兰 强化复合地板 家用耐磨环保木地板 现代时尚几何 强化地板,199.00 ,9.41,9.38,9.38,9.33,ARTENS,1.5kg,双锁口,7mm,强化复合地板,乐华梅兰建材旗舰店,0,0,0,0
龙叶地板 番龙眼实木地板 无甲醛A级手抓纹东南亚进口18mm 橡木色SM004,228.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,平口,18mm,实木地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 番龙眼实木地板 无甲醛东南亚进口18mm 平面番龙眼SM003,238.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,平口,18mm,实木地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 白胡杨木5003,88.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,3,1,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 北美古檀香2853,98.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,1,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 北欧橡木FD003,89.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,V型槽,12mm,强化复合地板,龙叶官方旗舰店,0,3,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 芬兰橡木5185,88.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,4,60,0,1
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 红檀木5268,88.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,1,5,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 红檀香木2855,98.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 南美黄橡木5628,88.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,7,60,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 南亚直纹楠木5874,88.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,2,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 三拼黄榉2101,79.20 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,1,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 三拼灰橡2105,79.20 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,2,0,0
龙叶地板 强化复合木地板 E0环保家用适合地暖12mm 泰国榆木2731,98.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 强化复合木地板 家用E1级12mm 古巴橡木8628,78.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 强化复合木地板 手抓纹欧式复古12mm 黑枫木4042,79.20 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,1,0,0
龙叶地板 强化复合木地板 手抓纹欧式复古12mm 黄槭木4027,79.20 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,0,0,0
龙叶地板 强化复合木地板 手抓纹欧式复古12mm 苹果木4136,78.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,1,0,0
龙叶地板 强化复合木地板 手抓纹欧式复古12mm 瑞士灰橡4067,79.20 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,R型槽,12mm,强化复合地板,龙叶官方旗舰店,0,2,0,0
龙叶地板 圆盘豆实木地板 A级无甲醛非洲进口18mm 亚光圆盘豆SM001,218.00 ,9.85,9.77,9.81,9.82,龙叶,14.0kg,平口,18mm,实木地板,龙叶官方旗舰店,0,1,0,0
洛基地板 纯实木地板18mm 栎木地板 栎木LJ002,358.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,18mm,实木地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 纯实木地板18mm 栎木地板 栎木LJ003,422.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,18mm,实木地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 纯实木地板18mm 栎木地板 栎木LJ005,470.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,18mm,实木地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 纯实木地板18mm 美国红栎地板 BLS167-2,526.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,18mm,实木地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 强化复合木地板12mm环保地板83636 83636,136.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,11.0kg,R型槽,12mm,强化复合地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 强化复合木地板12mm环保地板耐磨防水 87536 87536,120.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,11.0kg,其他,12mm,强化复合地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 实木多层 15mm榆木地板 丝绸之路,368.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,15mm,实木复合地板,洛基地板官方旗舰店,0,0,0,0
洛基地板 优质纯实木地板 圆盘豆木地板LG-T-PY08 LG-T-PY08,390.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,20.0kg,平口,18mm,实木地板,洛基地板官方旗舰店,0,0,0,0
洛基地板康家系列 强化复合木地板 高清花纹高耐磨环保 LH001,108.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,27.4kg,单锁口,12mm,强化复合地板,洛基地板官方旗舰店,0,0,0,0
洛基地板世家系列 强化复合木地板12mm环保耐磨防水地板 3061,153.00 ,9.45,9.93,9.35,9.42,洛基地板（LODGI FLOOR）,11.0kg,R型槽,12mm,强化复合地板,洛基地板官方旗舰店,0,1,0,0
梅克赛斯PVC地板片材木地板纹石塑地板适用于家居办公酒店会所瑜伽馆健身中心等商业空间 M019 914.4*152.4*2.0mm/每片,38.00 ,9.51,9.72,9.58,9.5,Microcells,4.0kg,平口,其他,其他材质地板,梅克赛斯家居专营店,0,4,0,0
米维A料金刚柚木实木地板 槐木实木地板厂家直销 金刚柚木黑胡桃色,260.00 ,9.59,9.51,9.61,9.57,米维（MiWei）,40.0kg,平口,18mm,实木地板,米维旗舰店,0,0,0,0
明爵地板 E0级环保强化复合木地板 12mm榆木仿古大浮雕 中国风 原木底蕴y01,98.00 ,9.75,9.73,9.74,9.77,明爵,21.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,0,0,0
明爵地板 纯实木地板 18mm 番龙眼 仿古 手抓纹 同步对花 环保板 番龙眼本色S810,189.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,平口,18mm,实木地板,明爵旗舰店,2,1200,0,0
明爵地板 纯实木地板 18mm 橡木 仿古 手抓纹 家装环保木地板 9501,238.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,18mm,实木地板,明爵旗舰店,0,0,0,0
明爵地板 纯实木地板 18mm 圆盘豆 哑光面 烤漆面 健康无甲醛环保 圆盘豆亮面S812,298.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,平口,18mm,实木地板,明爵旗舰店,0,0,0,0
明爵地板 零甲醛地板/e0级复合地板/强化复合地热地暖木地板/大亚水洗基材 金丝桦木881,86.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,125,2200,0,3
明爵地板 强化复合木地板 12mm 车牌酒吧餐厅文艺个性场所装修用 炫彩巴黎-1531,69.00 ,9.75,9.73,9.74,9.77,明爵,21.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,2,0,0
明爵地板 强化复合木地板 12mm 防水 高耐磨全新升级款 艺术系列个性地板 个性九拼861,88.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,3,2,0,0
明爵地板 强化复合木地板 12mm 防水 适用地暖 高耐磨全新升级款 客厅 卧室地热用 美洲枫木8007,78.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,56,1400,0,6
明爵地板 强化复合木地板 12mm 同步对花、树麻面 欧典原木-1001,88.00 ,9.75,9.73,9.74,9.77,明爵,18.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,0,0,0
明爵地板 强化复合木地板 防水复古文艺酒吧餐厅商用场所装修复合地板 巴洛克风情-1563,69.00 ,9.75,9.73,9.74,9.77,明爵,21.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,13,2000,0,2
明爵地板/12mm强化复合木地板/复合地板12mm/手抓纹/浮雕面 米兰古橡6001,86.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,6,2,0,0
明爵地板/复合木地板/强化地板/同步对花/拉丝面 黄金麦田709,76.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,5,2,0,0
明爵地板强化复合木地板防水地板大板高光亮面复合个性拼花木地板,69.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,0,0,0
明爵地板强化复合木地板防水地板大板高光亮面复合个性拼花木地板,69.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,0,0,0
明爵地板强化复合木地板防水地板大板高光亮面复合个性拼花木地板,69.00 ,9.75,9.73,9.74,9.77,明爵,22.0kg,单锁口,12mm,强化复合地板,明爵旗舰店,0,0,0,0
木臣一品 多层实木复合木地板 防水耐地热地暖 浪漫威尼,188.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,普槽,15mm,实木复合地板,木臣一品旗舰店,0,1,0,0
木臣一品 多层实木复合木地板 环保耐地热地暖 橡木仿古,188.00 ,9.8,9.65,9.76,9.78,木臣,21.0kg,平口,15mm,实木复合地板,木臣一品旗舰店,9,200,0,1
木臣一品 多层实木复合木地板 酒红色防水耐地热地暖沙比利 流光卡斯特,165.00 ,9.67,9.59,9.67,9.66,木臣,22.0kg,平口,15mm,实木复合地板,木臣官方旗舰店,5,5,0,0
木臣一品 多层实木复合木地板防水耐地热地暖缅甸金丝柚木,199.00 ,9.8,9.65,9.76,9.78,木臣,10.0kg,平口,15mm,实木复合地板,木臣一品旗舰店,1,100,1,2
木臣一品 多层实木复合木地板防水耐地热地暖缅甸金丝柚木 柚木 910×127×15,205.00 ,9.67,9.59,9.67,9.66,木臣,22.0kg,平口,15mm,实木复合地板,木臣官方旗舰店,0,0,0,0
木臣一品 强化复合木地板 爱尔兰橡木,168.00 ,9.8,9.65,9.76,9.78,木臣,21.0kg,R型槽,15mm,强化复合地板,木臣一品旗舰店,0,0,0,0
木臣一品 强化复合木地板 非洲黑橡,108.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,0,4,0,0
木臣一品 强化复合木地板 富贵柚木,95.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,0,10,0,0
木臣一品 强化复合木地板 皇家沙贝利,139.00 ,9.8,9.65,9.76,9.78,木臣,21.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,0,0,0,0
木臣一品 强化复合木地板 泰国柚木,108.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,3,3,0,0
木臣一品地板强化复合木地板 耐磨亮面环保防水封蜡耐地热白色浅色凤翅木12mm,118.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,7,40,0,1
木臣一品多层实木复合木地板耐地暖地热防水环保 华贵之纹榆木15mm 华贵之纹,199.00 ,9.67,9.59,9.67,9.66,木臣,22.0kg,平口,15mm,实木复合地板,木臣官方旗舰店,0,1,0,0
木臣一品多层实木复合木地板耐地暖地热防水环保 香榭丽橡木15mm,185.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,平口,15mm,实木复合地板,木臣一品旗舰店,12,70,0,0
木臣一品多层实木复合木地板耐地暖地热防水环保黑胡桃木15mm,199.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,其他,12mm,实木复合地板,木臣一品旗舰店,0,0,0,0
木臣一品进口天然原木纯实木地板番龙眼小菠萝格18mm A001（910×122×18） 纯实木番龙眼,199.00 ,9.67,9.59,9.67,9.66,木臣,25.0kg,平口,18mm,实木地板,木臣官方旗舰店,0,30,0,0
木臣一品进口天然原木纯实木地板圆盘豆绿柄桑18mm A021宽板 910×123×18mm,269.00 ,9.67,9.59,9.67,9.66,木臣,30.0kg,平口,18mm,实木地板,木臣官方旗舰店,0,10,0,0
木臣一品强化复合木地板 耐磨防滑环保耐地热地暖 夏日风情12mm,108.00 ,9.8,9.65,9.76,9.78,木臣,23.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,5,20,0,0
木臣一品强化复合木地板仿古手抓纹环保防水地暖厂家直销12mm A903,108.00 ,9.8,9.65,9.76,9.78,木臣,25.0kg,R型槽,12mm,强化复合地板,木臣一品旗舰店,0,0,0,0
木臣一品强化复合木地板耐磨防滑环保 浅色款橡木12mm 3307,99.00 ,9.67,9.59,9.67,9.66,木臣,23.0kg,单锁口,12mm,强化复合地板,木臣官方旗舰店,0,0,0,0
欧肯 强化复合木地板 亮面 耐磨地板 12mm厂家直销 973,88.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,20.0kg,双锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,0,0,0,0
欧肯 手抓纹强化复合木地板 白色地板 灰色耐磨环保木地板 手抓纹6225,89.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,20.0kg,双锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,8,10,0,0
欧肯 松木强化复合地板 地暖地热木地板 舒服触感复合木地板 EM-003,118.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,20.0kg,单锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,0,0,0,0
欧肯O.KEN地板 镜面 防滑 复合木地板 适用地暖强化复合木地板 莱茵阳光308,89.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,20.0kg,单锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,25,10,0,0
欧肯O.KEN地板 强化复合木地板12mm双锁口地暖地板 1平米/308 1平米,89.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,15.0kg,双锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,305,1400,7,6
欧肯地板  强化复合木地板  免费看样板 拍样板联系客服说明型号,10.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,20.0kg,双锁口,12mm,强化复合地板,O.KEN欧肯地板旗舰店,51,60,1,0
欧肯地板 15mm地热地暖多层实木复合地板 海棠木地板  厂家直销 海棠木 1平米,176.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,25.0kg,平口,15mm,实木复合地板,O.KEN欧肯地板旗舰店,1,6,0,0
欧肯地板 多层实木复合木地板 厂家直销 罗曼尼,188.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,25.0kg,平口,15mm,实木复合地板,O.KEN欧肯地板旗舰店,0,1,0,0
欧肯地板 多层实木复合木地板15mm地热榆木地板 厂家直销 黄金海岸,179.00 ,9.61,9.56,9.6,9.6,欧肯（O.KEN）,25.0kg,平口,15mm,实木复合地板,O.KEN欧肯地板旗舰店,0,5,0,0
